loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_PCC_V,eval_PCC_A,eval_RMSE_VA,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
7.0548,7.452722549438477,1.153846153846154e-06,0.03233629749393695,10,,,,,,,,,,,,
6.9526,6.50537109375,2.435897435897436e-06,0.0646725949878739,20,,,,,,,,,,,,
6.8072,6.036265850067139,3.7179487179487184e-06,0.09700889248181083,30,,,,,,,,,,,,
6.584,4.95717716217041,5e-06,0.1293451899757478,40,,,,,,,,,,,,
6.2877,3.8319902420043945,6.282051282051282e-06,0.16168148746968472,50,,,,,,,,,,,,
,,,0.16168148746968472,50,6.135409832000732,0.07058824598789215,0.0,0.18086419999599457,31.2131,178.291,4.966,,,,,
6.0867,3.813760757446289,7.564102564102564e-06,0.19401778496362165,60,,,,,,,,,,,,
5.9826,2.7575175762176514,8.846153846153847e-06,0.22635408245755861,70,,,,,,,,,,,,
5.9124,2.936058759689331,9.993206521739132e-06,0.2586903799514956,80,,,,,,,,,,,,
5.7516,3.320084810256958,9.925271739130435e-06,0.2910266774454325,90,,,,,,,,,,,,
5.7586,3.196526288986206,9.85733695652174e-06,0.32336297493936944,100,,,,,,,,,,,,
,,,0.32336297493936944,100,5.607895851135254,0.15324486792087555,-0.06423619389533997,0.17647342383861542,30.9687,179.698,5.005,,,,,
5.6291,3.153054714202881,9.789402173913044e-06,0.3556992724333064,110,,,,,,,,,,,,
5.5043,2.741021156311035,9.721467391304349e-06,0.3880355699272433,120,,,,,,,,,,,,
5.4279,3.1129472255706787,9.653532608695653e-06,0.42037186742118027,130,,,,,,,,,,,,
5.3546,3.359772205352783,9.585597826086958e-06,0.45270816491511723,140,,,,,,,,,,,,
5.267,3.1150503158569336,9.517663043478261e-06,0.4850444624090542,150,,,,,,,,,,,,
,,,0.4850444624090542,150,5.188847064971924,0.24789029359817505,0.3823252320289612,0.1620105654001236,30.5543,182.135,5.073,,,,,
5.2186,3.2995002269744873,9.449728260869567e-06,0.5173807599029911,160,,,,,,,,,,,,
5.1945,3.660789966583252,9.38179347826087e-06,0.549717057396928,170,,,,,,,,,,,,
5.1628,3.887772560119629,9.313858695652175e-06,0.582053354890865,180,,,,,,,,,,,,
5.1811,3.323446273803711,9.245923913043479e-06,0.6143896523848019,190,,,,,,,,,,,,
5.0963,3.256767511367798,9.177989130434784e-06,0.6467259498787389,200,,,,,,,,,,,,
,,,0.6467259498787389,200,5.069528579711914,0.22892799973487854,0.37938928604125977,0.16532261669635773,30.5501,182.16,5.074,,,,,
5.0997,3.5976860523223877,9.110054347826087e-06,0.6790622473726758,210,,,,,,,,,,,,
5.0765,3.1757616996765137,9.042119565217393e-06,0.7113985448666128,220,,,,,,,,,,,,
5.1241,3.3593292236328125,8.974184782608696e-06,0.7437348423605498,230,,,,,,,,,,,,
5.0836,4.182314395904541,8.906250000000001e-06,0.7760711398544866,240,,,,,,,,,,,,
5.0044,3.7075271606445312,8.838315217391305e-06,0.8084074373484236,250,,,,,,,,,,,,
,,,0.8084074373484236,250,4.968890190124512,0.23242421448230743,0.38862112164497375,0.1623280644416809,30.5419,182.209,5.075,,,,,
4.95,5.835762977600098,8.77038043478261e-06,0.8407437348423605,260,,,,,,,,,,,,
4.9689,3.8304731845855713,8.702445652173914e-06,0.8730800323362975,270,,,,,,,,,,,,
4.9958,5.004743576049805,8.634510869565219e-06,0.9054163298302345,280,,,,,,,,,,,,
5.0543,4.987716197967529,8.566576086956522e-06,0.9377526273241714,290,,,,,,,,,,,,
4.9393,4.463514804840088,8.498641304347827e-06,0.9700889248181084,300,,,,,,,,,,,,
,,,0.9700889248181084,300,4.9018073081970215,0.2473888099193573,0.379409521818161,0.16402392089366913,30.3182,183.553,5.112,,,,,
4.9419,9.093029975891113,8.430706521739131e-06,1.0,310,,,,,,,,,,,,
4.9117,5.0534257888793945,8.362771739130434e-06,1.032336297493937,320,,,,,,,,,,,,
4.9022,4.724121570587158,8.29483695652174e-06,1.064672594987874,330,,,,,,,,,,,,
4.8722,5.409212589263916,8.226902173913043e-06,1.0970088924818109,340,,,,,,,,,,,,
4.878,4.358802795410156,8.158967391304348e-06,1.1293451899757478,350,,,,,,,,,,,,
,,,1.1293451899757478,350,4.847039222717285,0.24749286472797394,0.3847784996032715,0.162059023976326,30.4026,183.043,5.098,,,,,
4.7793,5.131621360778809,8.091032608695652e-06,1.1616814874696848,360,,,,,,,,,,,,
4.8411,4.35744047164917,8.023097826086957e-06,1.1940177849636218,370,,,,,,,,,,,,
4.8341,4.679205417633057,7.95516304347826e-06,1.2263540824575587,380,,,,,,,,,,,,
4.7875,4.388106822967529,7.887228260869566e-06,1.2586903799514957,390,,,,,,,,,,,,
4.8638,6.551140308380127,7.81929347826087e-06,1.2910266774454324,400,,,,,,,,,,,,
,,,1.2910266774454324,400,4.793208599090576,0.23763570189476013,0.39464235305786133,0.1638067066669464,30.3218,183.531,5.112,,,,,
4.8184,4.3108086585998535,7.751358695652175e-06,1.3233629749393694,410,,,,,,,,,,,,
4.7537,5.631913661956787,7.683423913043478e-06,1.3556992724333063,420,,,,,,,,,,,,
4.7635,5.345787048339844,7.615489130434783e-06,1.3880355699272433,430,,,,,,,,,,,,
4.7783,4.908717632293701,7.547554347826087e-06,1.4203718674211803,440,,,,,,,,,,,,
4.8165,6.562297344207764,7.479619565217392e-06,1.4527081649151172,450,,,,,,,,,,,,
,,,1.4527081649151172,450,4.769382953643799,0.23105305433273315,0.3679051399230957,0.16440974175930023,30.3406,183.418,5.109,,,,,
4.779,6.209814548492432,7.4116847826086954e-06,1.4850444624090542,460,,,,,,,,,,,,
4.7322,4.8442206382751465,7.343750000000001e-06,1.5173807599029911,470,,,,,,,,,,,,
4.7851,6.370983600616455,7.275815217391306e-06,1.5497170573969279,480,,,,,,,,,,,,
4.7082,5.487894058227539,7.207880434782609e-06,1.5820533548908648,490,,,,,,,,,,,,
4.7501,5.335636138916016,7.139945652173914e-06,1.6143896523848018,500,,,,,,,,,,,,
,,,1.6143896523848018,500,4.725592613220215,0.22788269817829132,0.3830588757991791,0.16657839715480804,30.3938,183.096,5.1,,,,,
4.7432,6.328208923339844,7.072010869565218e-06,1.6467259498787388,510,,,,,,,,,,,,
4.6859,5.379443168640137,7.004076086956522e-06,1.6790622473726757,520,,,,,,,,,,,,
4.7807,6.327556610107422,6.936141304347827e-06,1.7113985448666127,530,,,,,,,,,,,,
4.7283,6.751734256744385,6.868206521739131e-06,1.7437348423605497,540,,,,,,,,,,,,
4.6697,5.669605731964111,6.8002717391304355e-06,1.7760711398544866,550,,,,,,,,,,,,
,,,1.7760711398544866,550,4.704051494598389,0.22334730625152588,0.37498739361763,0.16709233820438385,30.3333,183.462,5.11,,,,,
4.7708,6.573241710662842,6.73233695652174e-06,1.8084074373484236,560,,,,,,,,,,,,
4.6373,6.726283073425293,6.664402173913044e-06,1.8407437348423605,570,,,,,,,,,,,,
4.6984,7.381320476531982,6.5964673913043485e-06,1.8730800323362975,580,,,,,,,,,,,,
4.6758,6.513814926147461,6.528532608695652e-06,1.9054163298302345,590,,,,,,,,,,,,
4.6836,7.280450344085693,6.460597826086957e-06,1.9377526273241714,600,,,,,,,,,,,,
,,,1.9377526273241714,600,4.688905715942383,0.22329317033290863,0.37885981798171997,0.170310378074646,30.3274,183.497,5.111,,,,,
4.67,9.463155746459961,6.392663043478261e-06,1.9700889248181084,610,,,,,,,,,,,,
4.597,14.585212707519531,6.324728260869566e-06,2.0,620,,,,,,,,,,,,
4.5507,7.952706336975098,6.2567934782608694e-06,2.032336297493937,630,,,,,,,,,,,,
4.4873,8.27428913116455,6.188858695652175e-06,2.064672594987874,640,,,,,,,,,,,,
4.5544,6.306170463562012,6.120923913043478e-06,2.097008892481811,650,,,,,,,,,,,,
,,,2.097008892481811,650,4.6710524559021,0.21409755945205688,0.38647380471229553,0.16991350054740906,30.2881,183.735,5.118,,,,,
4.5402,6.443142414093018,6.052989130434783e-06,2.129345189975748,660,,,,,,,,,,,,
4.5173,8.072752952575684,5.985054347826087e-06,2.161681487469685,670,,,,,,,,,,,,
4.5382,9.745834350585938,5.917119565217392e-06,2.1940177849636218,680,,,,,,,,,,,,
4.5309,9.777547836303711,5.8491847826086956e-06,2.2263540824575587,690,,,,,,,,,,,,
4.5351,8.124481201171875,5.781250000000001e-06,2.2586903799514957,700,,,,,,,,,,,,
,,,2.2586903799514957,700,4.656530857086182,0.22713521122932434,0.39624324440956116,0.16954472661018372,30.3646,183.273,5.105,,,,,
4.5603,6.718578815460205,5.713315217391305e-06,2.2910266774454326,710,,,,,,,,,,,,
4.5526,10.243276596069336,5.6453804347826095e-06,2.3233629749393696,720,,,,,,,,,,,,
4.4814,9.35859489440918,5.577445652173914e-06,2.3556992724333066,730,,,,,,,,,,,,
4.5667,8.118943214416504,5.509510869565217e-06,2.3880355699272435,740,,,,,,,,,,,,
4.4784,10.080891609191895,5.4415760869565225e-06,2.4203718674211805,750,,,,,,,,,,,,
,,,2.4203718674211805,750,4.641677379608154,0.21845866739749908,0.3828703463077545,0.1710905134677887,30.4634,182.678,5.088,,,,,
4.4572,8.41370964050293,5.373641304347826e-06,2.4527081649151175,760,,,,,,,,,,,,
4.4919,7.199015140533447,5.305706521739131e-06,2.4850444624090544,770,,,,,,,,,,,,
4.4838,12.846689224243164,5.237771739130435e-06,2.5173807599029914,780,,,,,,,,,,,,
4.5532,8.53109073638916,5.16983695652174e-06,2.549717057396928,790,,,,,,,,,,,,
4.5272,7.442507266998291,5.1019021739130435e-06,2.582053354890865,800,,,,,,,,,,,,
,,,2.582053354890865,800,4.631328582763672,0.19953246414661407,0.38819557428359985,0.173922598361969,30.3544,183.334,5.106,,,,,
4.4777,7.029166221618652,5.033967391304349e-06,2.614389652384802,810,,,,,,,,,,,,
4.4729,9.719923973083496,4.966032608695653e-06,2.6467259498787388,820,,,,,,,,,,,,
4.5171,8.31692886352539,4.898097826086957e-06,2.6790622473726757,830,,,,,,,,,,,,
4.4572,7.309771537780762,4.830163043478262e-06,2.7113985448666127,840,,,,,,,,,,,,
4.4549,8.668704986572266,4.762228260869566e-06,2.7437348423605497,850,,,,,,,,,,,,
,,,2.7437348423605497,850,4.601925373077393,0.2138749361038208,0.3826015889644623,0.16882053017616272,30.3171,183.56,5.113,,,,,
4.5246,9.524552345275879,4.6942934782608704e-06,2.7760711398544866,860,,,,,,,,,,,,
4.4539,9.638577461242676,4.626358695652175e-06,2.8084074373484236,870,,,,,,,,,,,,
4.4221,8.423759460449219,4.558423913043479e-06,2.8407437348423605,880,,,,,,,,,,,,
4.4106,8.502155303955078,4.4904891304347835e-06,2.8730800323362975,890,,,,,,,,,,,,
4.4207,8.914084434509277,4.422554347826087e-06,2.9054163298302345,900,,,,,,,,,,,,
,,,2.9054163298302345,900,4.60664176940918,0.20301052927970886,0.3696838617324829,0.17397086322307587,30.3609,183.295,5.105,,,,,
4.4168,11.163983345031738,4.354619565217391e-06,2.9377526273241714,910,,,,,,,,,,,,
4.4985,9.366786003112793,4.286684782608696e-06,2.9700889248181084,920,,,,,,,,,,,,
4.3642,25.81886100769043,4.21875e-06,3.0,930,,,,,,,,,,,,
4.3315,8.62778377532959,4.150815217391304e-06,3.032336297493937,940,,,,,,,,,,,,
4.2896,8.828006744384766,4.082880434782609e-06,3.064672594987874,950,,,,,,,,,,,,
,,,3.064672594987874,950,4.588041305541992,0.19747644662857056,0.3783469498157501,0.17162828147411346,30.7985,180.691,5.033,,,,,
4.3051,8.520843505859375,4.014945652173913e-06,3.097008892481811,960,,,,,,,,,,,,
4.3207,9.544116973876953,3.9470108695652175e-06,3.129345189975748,970,,,,,,,,,,,,
4.3325,8.922624588012695,3.879076086956522e-06,3.161681487469685,980,,,,,,,,,,,,
4.3666,9.874910354614258,3.811141304347826e-06,3.1940177849636218,990,,,,,,,,,,,,
4.287,11.365686416625977,3.7432065217391305e-06,3.2263540824575587,1000,,,,,,,,,,,,
,,,3.2263540824575587,1000,4.5934600830078125,0.18075120449066162,0.3671073019504547,0.17259187996387482,30.8323,180.492,5.027,,,,,
4.2922,10.642006874084473,3.675271739130435e-06,3.2586903799514957,1010,,,,,,,,,,,,
4.3125,9.931928634643555,3.6073369565217392e-06,3.2910266774454326,1020,,,,,,,,,,,,
4.2977,10.639700889587402,3.5394021739130436e-06,3.3233629749393696,1030,,,,,,,,,,,,
4.2987,10.703740119934082,3.471467391304348e-06,3.3556992724333066,1040,,,,,,,,,,,,
4.2972,10.027338027954102,3.4035326086956527e-06,3.3880355699272435,1050,,,,,,,,,,,,
,,,3.3880355699272435,1050,4.592029571533203,0.1838473677635193,0.37128934264183044,0.17459307610988617,30.7024,181.256,5.048,,,,,
4.3329,11.431157112121582,3.335597826086957e-06,3.4203718674211805,1060,,,,,,,,,,,,
4.3949,10.690896034240723,3.2676630434782614e-06,3.4527081649151175,1070,,,,,,,,,,,,
4.3692,11.856415748596191,3.1997282608695658e-06,3.4850444624090544,1080,,,,,,,,,,,,
4.3586,10.032233238220215,3.13179347826087e-06,3.5173807599029914,1090,,,,,,,,,,,,
4.289,10.635308265686035,3.0638586956521745e-06,3.549717057396928,1100,,,,,,,,,,,,
,,,3.549717057396928,1100,4.570589065551758,0.1859690248966217,0.37011289596557617,0.17473027110099792,30.5762,182.005,5.069,,,,,
4.3013,12.136914253234863,2.9959239130434784e-06,3.582053354890865,1110,,,,,,,,,,,,
4.3156,11.695310592651367,2.9279891304347828e-06,3.614389652384802,1120,,,,,,,,,,,,
4.2618,10.1771879196167,2.860054347826087e-06,3.6467259498787388,1130,,,,,,,,,,,,
4.2446,11.207042694091797,2.7921195652173915e-06,3.6790622473726757,1140,,,,,,,,,,,,
4.2744,13.376039505004883,2.724184782608696e-06,3.7113985448666127,1150,,,,,,,,,,,,
,,,3.7113985448666127,1150,4.5652995109558105,0.175497904419899,0.37070944905281067,0.17592020332813263,30.6556,181.533,5.056,,,,,
4.3205,9.318936347961426,2.65625e-06,3.7437348423605497,1160,,,,,,,,,,,,
4.2416,11.47197151184082,2.5883152173913045e-06,3.7760711398544866,1170,,,,,,,,,,,,
4.3131,10.209552764892578,2.520380434782609e-06,3.8084074373484236,1180,,,,,,,,,,,,
4.2682,13.97518539428711,2.4524456521739133e-06,3.8407437348423605,1190,,,,,,,,,,,,
4.2905,12.287067413330078,2.3845108695652176e-06,3.8730800323362975,1200,,,,,,,,,,,,
,,,3.8730800323362975,1200,4.56487512588501,0.19086387753486633,0.36836308240890503,0.1730337142944336,30.6499,181.567,5.057,,,,,
4.2204,12.165444374084473,2.316576086956522e-06,3.9054163298302345,1210,,,,,,,,,,,,
4.2426,11.810364723205566,2.2486413043478263e-06,3.9377526273241714,1220,,,,,,,,,,,,
4.2862,12.266647338867188,2.1807065217391307e-06,3.9700889248181084,1230,,,,,,,,,,,,
4.2283,27.41303253173828,2.112771739130435e-06,4.0,1240,,,,,,,,,,,,
4.1441,12.429079055786133,2.0448369565217394e-06,4.032336297493937,1250,,,,,,,,,,,,
,,,4.032336297493937,1250,4.565264701843262,0.1726047545671463,0.36983609199523926,0.17482733726501465,30.7422,181.021,5.042,,,,,
4.1982,14.209850311279297,1.9769021739130437e-06,4.064672594987874,1260,,,,,,,,,,,,
4.1949,14.437556266784668,1.908967391304348e-06,4.097008892481811,1270,,,,,,,,,,,,
4.1078,11.030621528625488,1.8410326086956522e-06,4.129345189975748,1280,,,,,,,,,,,,
4.2346,12.849538803100586,1.7730978260869566e-06,4.161681487469685,1290,,,,,,,,,,,,
4.1831,12.121204376220703,1.705163043478261e-06,4.194017784963622,1300,,,,,,,,,,,,
,,,4.194017784963622,1300,4.559307098388672,0.1773230880498886,0.36946871876716614,0.17459695041179657,30.7119,181.2,5.047,,,,,
4.1226,12.84984302520752,1.6372282608695653e-06,4.226354082457559,1310,,,,,,,,,,,,
4.1811,15.698747634887695,1.5692934782608696e-06,4.258690379951496,1320,,,,,,,,,,,,
4.1556,14.188555717468262,1.501358695652174e-06,4.291026677445433,1330,,,,,,,,,,,,
4.2549,12.728991508483887,1.4334239130434786e-06,4.32336297493937,1340,,,,,,,,,,,,
4.1766,12.205304145812988,1.365489130434783e-06,4.355699272433307,1350,,,,,,,,,,,,
,,,4.355699272433307,1350,4.55958366394043,0.16812820732593536,0.36708924174308777,0.17514687776565552,30.8681,180.283,5.021,,,,,
4.2179,11.442914009094238,1.297554347826087e-06,4.3880355699272435,1360,,,,,,,,,,,,
4.2335,11.759191513061523,1.2296195652173914e-06,4.4203718674211805,1370,,,,,,,,,,,,
4.1862,12.26315689086914,1.1616847826086958e-06,4.4527081649151175,1380,,,,,,,,,,,,
4.1946,12.363653182983398,1.0937500000000001e-06,4.485044462409054,1390,,,,,,,,,,,,
4.1748,18.552522659301758,1.0258152173913045e-06,4.517380759902991,1400,,,,,,,,,,,,
,,,4.517380759902991,1400,4.552948951721191,0.1713297814130783,0.36364781856536865,0.17542311549186707,31.0004,179.514,5.0,,,,,
4.2071,11.72862434387207,9.578804347826088e-07,4.549717057396928,1410,,,,,,,,,,,,
4.0917,10.878435134887695,8.899456521739132e-07,4.582053354890865,1420,,,,,,,,,,,,
4.1686,14.630597114562988,8.220108695652175e-07,4.614389652384802,1430,,,,,,,,,,,,
4.1067,12.21111011505127,7.540760869565218e-07,4.646725949878739,1440,,,,,,,,,,,,
4.2382,12.749512672424316,6.861413043478261e-07,4.679062247372676,1450,,,,,,,,,,,,
,,,4.679062247372676,1450,4.553637981414795,0.16754043102264404,0.36975356936454773,0.17569251358509064,30.6091,181.809,5.064,,,,,
4.1222,12.569684028625488,6.182065217391305e-07,4.711398544866613,1460,,,,,,,,,,,,
4.1327,15.814557075500488,5.502717391304348e-07,4.74373484236055,1470,,,,,,,,,,,,
4.1416,12.031648635864258,4.823369565217392e-07,4.776071139854487,1480,,,,,,,,,,,,
4.1964,13.63302993774414,4.144021739130435e-07,4.808407437348423,1490,,,,,,,,,,,,
4.1457,16.778505325317383,3.4646739130434785e-07,4.840743734842361,1500,,,,,,,,,,,,
,,,4.840743734842361,1500,4.551239967346191,0.17165666818618774,0.36634722352027893,0.17520096898078918,30.9326,179.907,5.011,,,,,
4.1014,14.134747505187988,2.785326086956522e-07,4.873080032336297,1510,,,,,,,,,,,,
4.2047,13.84589958190918,2.1059782608695653e-07,4.905416329830235,1520,,,,,,,,,,,,
4.1694,14.0430326461792,1.4266304347826088e-07,4.937752627324171,1530,,,,,,,,,,,,
4.223,12.677277565002441,7.472826086956522e-08,4.970088924818109,1540,,,,,,,,,,,,
4.1476,32.03825378417969,6.7934782608695654e-09,5.0,1550,,,,,,,,,,,,
,,,5.0,1550,4.549276828765869,0.1673634797334671,0.36619675159454346,0.1762344092130661,30.661,181.501,5.055,,,,,
,,,5.0,1550,,,,,,,,4054.5709,54.894,0.382,7449109507008000.0,4.652187379406344
